,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,kfold
6033,NCG07,12.3,Low Fat,0.052608525,Household,191.253,OUT045,2002,,Tier 2,Supermarket Type1,2656.542,4
6034,FDB15,10.895,Low Fat,0.137023446,Dairy,263.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472,4
6035,FDO21,11.6,Regular,0.009754895999999999,Snack Foods,223.0404,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636,2
6036,DRH01,17.5,Low Fat,0.098457814,Soft Drinks,171.7738,OUT017,2007,,Tier 2,Supermarket Type1,2432.8332,3
6037,NCW17,18.0,Low Fat,0.019382568,Health and Hygiene,129.3994,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.9844,4
6038,FDY10,17.6,Low Fat,0.049144165,Snack Foods,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1717.764,1
6039,DRH03,17.25,Low Fat,0.035057688,Dairy,91.61200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997,4
6040,FDU34,,LF,0.074830794,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656,4
6041,FDI56,7.325,Low Fat,0.093913607,Fruits and Vegetables,93.2146,OUT017,2007,,Tier 2,Supermarket Type1,1733.0774,0
6042,FDP28,13.65,Regular,0.080765853,Frozen Foods,262.8936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4958.8784,4
6043,FDY13,,Low Fat,0.052749199000000004,Canned,74.967,OUT019,1985,Small,Tier 1,Grocery Store,229.701,4
6044,FDE08,,Low Fat,0.049080853,Fruits and Vegetables,147.7734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.6754,2
6045,FDE05,10.895,Regular,0.032454046,Frozen Foods,144.8102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,4
6046,FDC16,11.5,Regular,0.020686161,Dairy,85.054,OUT017,2007,,Tier 2,Supermarket Type1,1731.08,1
6047,FDD36,13.3,LF,0.021306635,Baking Goods,119.8124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984,0
6048,FDU52,7.56,Low Fat,0.06390019,Frozen Foods,157.263,OUT045,2002,,Tier 2,Supermarket Type1,2503.408,4
6049,FDY59,,Low Fat,0.031251369,Baking Goods,93.3462,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018.0082,0
6050,FDI44,16.1,LF,0.10014945900000001,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,1
6051,FDH24,20.7,Low Fat,0.021518435,Baking Goods,157.5288,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.2879999999998,4
6052,FDQ26,13.5,Regular,0.068010049,Dairy,57.2562,OUT045,2002,,Tier 2,Supermarket Type1,770.3306,2
6053,NCD31,12.1,LF,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,2
6054,FDU03,18.7,Regular,0.09209592400000001,Meat,183.3292,OUT017,2007,,Tier 2,Supermarket Type1,2006.7212,0
6055,FDR49,8.71,Low Fat,0.139228412,Canned,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1198.44,4
6056,NCS05,11.5,Low Fat,0.021020616000000002,Health and Hygiene,130.7942,OUT045,2002,,Tier 2,Supermarket Type1,2782.3782,3
6057,FDA16,6.695,Low Fat,0.033935576,Frozen Foods,221.9456,OUT035,2004,Small,Tier 2,Supermarket Type1,2210.456,0
6058,FDL50,12.15,Regular,0.042378864,Canned,125.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1867.569,4
6059,FDN50,,Regular,0.026391402999999997,Canned,92.81200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type3,2609.936,0
6060,DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848,4
6061,FDB20,7.72,Low Fat,0.052086085,Fruits and Vegetables,76.8986,OUT045,2002,,Tier 2,Supermarket Type1,467.3916,0
6062,FDU24,6.78,reg,0.14016303800000002,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.3319999999999,1
6063,FDT23,7.72,reg,0.074847665,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,623.1888,2
6064,FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,1998,,Tier 3,Grocery Store,260.9936,3
6065,FDJ34,11.8,Regular,0.094037241,Snack Foods,124.5704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1001.3632,2
6066,FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435,OUT017,2007,,Tier 2,Supermarket Type1,499.35,3
6067,FDW59,,Low Fat,0.03627089,Breads,85.9566,OUT019,1985,Small,Tier 1,Grocery Store,169.1132,0
6068,FDZ49,11.0,Regular,0.133034816,Canned,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,2864.9374,3
6069,NCM43,14.5,Low Fat,0.032597778,Others,163.621,OUT010,1998,,Tier 3,Grocery Store,815.605,4
6070,FDA50,16.25,Low Fat,0.08731067199999999,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,1
6071,FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.31099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.343,3
6072,DRD15,10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,1999,Medium,Tier 1,Supermarket Type1,3020.7346,0
6073,FDR49,8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008,0
6074,NCZ54,,Low Fat,0.082955719,Household,164.0552,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.4768,1
6075,FDA31,7.1,Low Fat,0.11023479300000001,Fruits and Vegetables,171.708,OUT045,2002,,Tier 2,Supermarket Type1,3115.9440000000004,2
6076,FDR46,16.85,Low Fat,0.0,Snack Foods,146.076,OUT017,2007,,Tier 2,Supermarket Type1,2636.5679999999998,1
6077,NCY18,7.285,Low Fat,0.031327838999999996,Household,174.6054,OUT017,2007,,Tier 2,Supermarket Type1,2976.7918,2
6078,FDK26,5.46,Regular,0.032227432,Canned,186.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,1864.24,0
6079,FDV40,17.35,Low Fat,0.0,Frozen Foods,72.2038,OUT017,2007,,Tier 2,Supermarket Type1,886.8456,1
6080,FDP19,11.5,Low Fat,0.0,Fruits and Vegetables,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432,4
6081,FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1,3430.2016,0
6082,FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306,3
6083,FDI50,8.42,Regular,0.030890617999999998,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152,3
6084,FDZ45,14.1,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,,Tier 2,Supermarket Type1,2182.4924,4
6085,DRB01,,Low Fat,0.081841136,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259,2
6086,FDB09,16.25,Low Fat,0.057385239000000005,Fruits and Vegetables,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1369.5506,4
6087,FDU40,20.85,Low Fat,0.062606583,Frozen Foods,192.2478,OUT010,1998,,Tier 3,Grocery Store,387.4956,1
6088,FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,Small,Tier 2,Supermarket Type1,3563.3616,0
6089,DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,2841.6344,0
6090,FDL26,18.0,Low Fat,0.073306615,Canned,155.0972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3894.93,4
6091,FDX58,13.15,Low Fat,0.04376368,Snack Foods,183.095,OUT046,1997,Small,Tier 1,Supermarket Type1,1830.95,1
6092,FDO56,,Regular,0.078758649,Fruits and Vegetables,116.3808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,0
6093,NCQ05,,Low Fat,0.037829469,Health and Hygiene,151.0708,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,0
6094,DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,3
6095,FDJ27,17.7,Regular,0.12256541300000001,Meat,103.8674,OUT017,2007,,Tier 2,Supermarket Type1,1528.011,1
6096,FDT55,13.6,Regular,0.043646900999999995,Fruits and Vegetables,155.7946,OUT035,2004,Small,Tier 2,Supermarket Type1,3471.4812,2
6097,FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.7454,OUT017,2007,,Tier 2,Supermarket Type1,209.727,2
6098,FDA09,13.35,Regular,0.15021128,Snack Foods,179.06599999999997,OUT017,2007,,Tier 2,Supermarket Type1,2696.49,3
6099,FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1537.9979999999998,2
6100,FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,4
6101,NCG42,19.2,Low Fat,0.041291929,Household,130.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.6480000000001,4
6102,DRG37,16.2,Low Fat,0.019457372,Soft Drinks,153.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,3
6103,FDS44,12.65,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,1997,Small,Tier 1,Supermarket Type1,3845.6608,0
6104,NCD55,14.0,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.7988,1
6105,FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758,4
6106,FDD22,10.0,Low Fat,0.100055625,Snack Foods,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,3467.4864,1
6107,FDY37,17.0,Regular,0.026622757,Canned,144.247,OUT045,2002,,Tier 2,Supermarket Type1,3149.2340000000004,4
6108,FDO58,19.6,Low Fat,0.039638705,Snack Foods,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.5994,0
6109,FDV28,,Regular,0.158954903,Frozen Foods,34.9558,OUT027,1985,Medium,Tier 3,Supermarket Type3,1120.5414,2
6110,DRM49,6.11,Regular,0.0,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376,0
6111,NCH07,13.15,Low Fat,0.092589917,Household,159.5604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,4
6112,FDK03,12.6,Regular,0.073920438,Dairy,255.6356,OUT046,1997,Small,Tier 1,Supermarket Type1,2797.6916,0
6113,FDF14,7.55,Low Fat,0.027212057999999997,Canned,152.734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2756.4120000000003,0
6114,FDZ01,8.975,Regular,0.009057131999999999,Canned,104.09899999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776,2
6115,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,,Tier 2,Supermarket Type1,2775.7202,4
6116,FDJ22,18.75,Low Fat,0.052917345,Snack Foods,190.6504,OUT045,2002,,Tier 2,Supermarket Type1,1342.2528,0
6117,NCZ05,8.485,Low Fat,0.058121214000000004,Health and Hygiene,104.499,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.388,1
6118,NCM29,11.5,Low Fat,0.017638893,Health and Hygiene,132.7626,OUT035,2004,Small,Tier 2,Supermarket Type1,2885.5772,0
6119,FDI33,,Low Fat,0.028281197,Snack Foods,90.2146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3648.5840000000003,1
6120,FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552,1
6121,FDM58,16.85,Regular,0.07969040299999999,Snack Foods,113.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,2908.2144,1
6122,FDD09,13.5,low fat,0.021617996,Fruits and Vegetables,179.6976,OUT017,2007,,Tier 2,Supermarket Type1,1810.976,1
6123,FDK48,7.445,Low Fat,0.037708542000000005,Baking Goods,74.7354,OUT045,2002,,Tier 2,Supermarket Type1,1128.531,2
6124,FDK40,7.035,Low Fat,0.0,Frozen Foods,263.291,OUT010,1998,,Tier 3,Grocery Store,525.982,2
6125,NCE19,,Low Fat,0.092564193,Household,53.4956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.2284,2
6126,FDT50,6.75,Regular,0.10867990599999999,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,3
6127,FDN04,11.8,reg,0.014087057,Frozen Foods,180.3344,OUT046,1997,Small,Tier 1,Supermarket Type1,1427.4752,1
6128,FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,3
6129,NCL31,,Low Fat,0.210596485,Others,144.747,OUT019,1985,Small,Tier 1,Grocery Store,143.14700000000002,4
6130,FDZ23,17.75,Regular,0.067639698,Baking Goods,187.62400000000002,OUT045,2002,,Tier 2,Supermarket Type1,1491.392,4
6131,FDP09,,Low Fat,0.033725742999999996,Snack Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4247.804,4
6132,FDI45,13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,OUT035,2004,Small,Tier 2,Supermarket Type1,3677.2134,4
6133,FDL58,5.78,Regular,0.07445112599999999,Snack Foods,264.5568,OUT018,2009,Medium,Tier 3,Supermarket Type2,6327.7632,3
6134,FDK44,,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.1546,2
6135,FDX11,16.0,Regular,0.107186944,Baking Goods,181.9634,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,3
6136,FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,4374.306,4
6137,FDH46,6.935,Regular,0.041346469,Snack Foods,103.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,820.2656,3
6138,FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.6016,0
6139,FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,,Tier 2,Supermarket Type1,1133.8574,3
6140,NCJ30,5.82,Low Fat,0.080640478,Household,167.77900000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,2886.243,1
6141,NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815,4
6142,FDA32,14.0,LF,0.0,Fruits and Vegetables,216.9192,OUT017,2007,,Tier 2,Supermarket Type1,6471.576,2
6143,NCO06,19.25,Low Fat,0.10803043400000001,Household,32.4558,OUT046,1997,Small,Tier 1,Supermarket Type1,101.8674,0
6144,FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,,Tier 2,Supermarket Type1,2013.3792,1
6145,NCX30,16.7,Low Fat,0.026729067999999998,Household,248.4776,OUT018,2009,Medium,Tier 3,Supermarket Type2,6439.6176,2
6146,FDE17,20.1,Regular,0.054410179,Frozen Foods,151.3366,OUT013,1987,High,Tier 3,Supermarket Type1,2720.4588,1
6147,FDD57,18.1,Low Fat,0.022399592000000003,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,1
6148,FDL46,20.35,low fat,0.054362695,Snack Foods,117.9466,OUT017,2007,,Tier 2,Supermarket Type1,1649.8524,4
6149,NCV29,11.8,Low Fat,0.038235337,Health and Hygiene,177.5686,OUT010,1998,,Tier 3,Grocery Store,711.0744,2
6150,NCO05,7.27,Low Fat,0.046822808,Health and Hygiene,99.3384,OUT017,2007,,Tier 2,Supermarket Type1,2759.0752,1
6151,FDU10,10.1,Regular,0.045653999,Snack Foods,35.6848,OUT013,1987,High,Tier 3,Supermarket Type1,633.8416,2
6152,FDI35,14.0,Low Fat,0.041291168999999996,Starchy Foods,180.7634,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608,2
6153,FDX35,5.035,Regular,0.080362549,Breads,229.0036,OUT017,2007,,Tier 2,Supermarket Type1,4326.3684,4
6154,NCM55,15.6,Low Fat,0.066829875,Others,185.5924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5708,0
6155,FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594,4
6156,FDX33,9.195,Regular,0.11814937699999999,Snack Foods,160.5578,OUT017,2007,,Tier 2,Supermarket Type1,1283.6624,1
6157,DRC25,5.73,Low Fat,0.045556680999999995,Soft Drinks,85.3882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1288.323,1
6158,FDZ57,10.0,Regular,0.037757166,Snack Foods,126.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994,0
6159,FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,423.4488,1
6160,FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.9959999999996,4
6161,DRI59,9.5,Low Fat,0.041065647000000004,Hard Drinks,223.5088,OUT017,2007,,Tier 2,Supermarket Type1,4697.8848,3
6162,FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,978.7260000000001,2
6163,DRG36,,LF,0.094916347,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765,0
6164,NCS53,14.5,Low Fat,0.08996026,Health and Hygiene,159.5604,OUT045,2002,,Tier 2,Supermarket Type1,1426.1436,2
6165,FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,0
6166,FDR47,17.85,LF,0.0,Breads,196.5794,OUT010,1998,,Tier 3,Grocery Store,585.2382,0
6167,FDV08,7.35,Low Fat,0.028571132000000003,Fruits and Vegetables,40.8454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356,1
6168,FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,1
6169,FDO24,11.1,Low Fat,0.176182345,Baking Goods,158.1604,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5248,4
6170,NCL18,,Low Fat,0.293417759,Household,194.6136,OUT019,1985,Small,Tier 1,Grocery Store,583.2408,2
6171,FDQ27,,Regular,0.077480627,Meat,101.399,OUT019,1985,Small,Tier 1,Grocery Store,206.398,4
6172,FDE56,17.25,Regular,0.16009590099999998,Fruits and Vegetables,61.5194,OUT017,2007,,Tier 2,Supermarket Type1,1052.6298,2
6173,FDO60,20.0,Low Fat,0.034369527999999996,Baking Goods,43.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,892.172,1
6174,FDO16,5.48,Low Fat,0.015169739,Frozen Foods,82.225,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.075,3
6175,NCV54,11.1,Low Fat,0.033160417000000005,Household,119.6124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.7356,2
6176,NCY42,6.38,Low Fat,0.015162573,Household,145.14700000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087,2
6177,FDJ45,17.75,Low Fat,0.073524776,Seafood,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.7296,1
6178,FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,,Tier 2,Supermarket Type1,5954.2494,2
6179,FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,1
6180,FDY48,14.0,Low Fat,0.02371512,Baking Goods,103.8332,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644,4
6181,FDA25,16.5,Regular,0.068112874,Canned,104.59899999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2889.572,4
6182,NCS17,18.6,Low Fat,0.08062660099999999,Health and Hygiene,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,378.1744,1
6183,FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,585.904,3
6184,FDY45,17.5,Low Fat,0.0,Snack Foods,253.0356,OUT035,2004,Small,Tier 2,Supermarket Type1,4578.0408,2
6185,FDJ45,17.75,LF,0.073709686,Seafood,35.1216,OUT018,2009,Medium,Tier 3,Supermarket Type2,415.4592,1
6186,FDZ39,19.7,Regular,0.018098193999999998,Meat,104.59899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,309.597,3
6187,FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,2
6188,FDB37,20.25,Regular,0.022976492999999997,Baking Goods,240.3538,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.0146,4
6189,DRD12,6.96,Low Fat,0.077350112,Soft Drinks,91.4146,OUT045,2002,,Tier 2,Supermarket Type1,638.5022,4
6190,DRE01,10.1,Low Fat,0.279783532,Soft Drinks,241.8512,OUT010,1998,,Tier 3,Grocery Store,484.7024,4
6191,FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444,1
6192,FDQ15,,Regular,0.150341867,Meat,83.1276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1868.2348,3
6193,FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.2748,0
6194,FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738,4
6195,FDL09,,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,2
6196,FDL14,8.115,reg,0.032152786,Canned,157.3972,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,1
6197,NCL05,19.6,Low Fat,0.04788860599999999,Health and Hygiene,42.277,OUT035,2004,Small,Tier 2,Supermarket Type1,605.878,0
6198,NCV30,20.2,Low Fat,0.06606579900000001,Household,61.351000000000006,OUT045,2002,,Tier 2,Supermarket Type1,1201.769,4
6199,FDZ51,11.3,Regular,0.054507422,Meat,96.3094,OUT013,1987,High,Tier 3,Supermarket Type1,666.4658,3
6200,NCI30,20.25,Low Fat,0.059175599999999995,Household,245.046,OUT018,2009,Medium,Tier 3,Supermarket Type2,4680.5740000000005,3
6201,FDJ52,7.145,Low Fat,0.017814518,Frozen Foods,159.8578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2246.4092,4
6202,FDZ31,15.35,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552,1
6203,DRC13,8.26,Regular,0.032573725,Soft Drinks,125.073,OUT018,2009,Medium,Tier 3,Supermarket Type2,985.3839999999999,4
6204,FDY01,11.8,Regular,0.170251293,Canned,116.4834,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.1178,1
6205,FDE41,9.195,Regular,0.064014173,Frozen Foods,83.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.4622,3
6206,NCB43,20.2,Low Fat,0.09989342400000001,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858,3
6207,FDN24,14.1,Low Fat,0.11326743,Baking Goods,54.5956,OUT046,1997,Small,Tier 1,Supermarket Type1,1037.3164,1
6208,DRG23,,Low Fat,0.086360962,Hard Drinks,151.2682,OUT027,1985,Medium,Tier 3,Supermarket Type3,2439.4912,2
6209,FDS35,,LF,0.110681931,Breads,63.2826,OUT027,1985,Medium,Tier 3,Supermarket Type3,1033.3216,0
6210,DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396,4
6211,FDB14,20.25,Regular,0.10293224599999999,Canned,93.212,OUT045,2002,,Tier 2,Supermarket Type1,1304.968,4
6212,FDK52,18.25,LF,0.07934200599999999,Frozen Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496,1
6213,NCN19,13.1,Low Fat,0.0,Others,189.253,OUT046,1997,Small,Tier 1,Supermarket Type1,1518.024,3
6214,FDF21,10.3,Regular,0.0,Fruits and Vegetables,189.053,OUT045,2002,,Tier 2,Supermarket Type1,5313.084,0
6215,FDF26,,Regular,0.046408927999999995,Canned,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,2
6216,NCK53,11.6,Low Fat,0.037734334,Health and Hygiene,98.1042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2678.5134,2
6217,FDK56,9.695,Low Fat,0.0,Fruits and Vegetables,186.7898,OUT010,1998,,Tier 3,Grocery Store,561.2694,2
6218,FDC02,21.35,Low Fat,0.06910283099999999,Canned,259.9278,OUT018,2009,Medium,Tier 3,Supermarket Type2,6768.5228,2
6219,FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912,1
6220,NCV06,11.3,Low Fat,0.06705851,Household,194.0478,OUT017,2007,,Tier 2,Supermarket Type1,3293.7126,1
6221,DRJ47,18.25,Low Fat,0.04421348,Hard Drinks,173.408,OUT013,1987,High,Tier 3,Supermarket Type1,1038.6480000000001,1
6222,NCK29,5.615,Low Fat,0.12566436,Health and Hygiene,123.473,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,0
6223,FDG31,,Low Fat,0.066351687,Meat,65.0826,OUT019,1985,Small,Tier 1,Grocery Store,193.7478,3
6224,FDO24,11.1,Low Fat,0.17606902300000002,Baking Goods,156.7604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248,2
6225,FDZ13,7.84,Regular,0.15412025199999999,Canned,51.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74,2
6226,NCY54,8.43,Low Fat,0.17769484600000002,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,3
6227,FDE59,12.15,LF,0.104257037,Starchy Foods,34.0532,OUT010,1998,,Tier 3,Grocery Store,179.766,1
6228,FDP52,,Regular,0.070349402,Frozen Foods,228.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7350.432,4
6229,FDW39,6.69,Regular,0.036910398,Meat,175.037,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.244,2
6230,FDV07,9.5,Low Fat,0.031331581000000004,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368,4
6231,DRC01,5.92,Regular,0.019200003,Soft Drinks,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,492.69199999999995,3
6232,FDY57,20.2,reg,0.121153331,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,0
